"X","track_id","track_name","track_artist","track_popularity","track_album_id","track_album_name","track_album_release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
27767,"5MgBUUjbkQ27Kd9CbeZFLo","Roses - Zaxx Remix","The Chainsmokers",52,"2QmFzuPKkXez2pfFPXgwqW","Roses (Remixes)","2016-01-01","Crossfit‏‏​​   ‍","5GiPRvTccToqwOzkoAcDrY","edm","electro house",0.677,0.881,1,-3.534,0,0.054,0.00445,0.0146,0.359,0.566,128.121,190267
27778,"50RJdoxw8iajGNtHQe6QeS","Something Just Like This - Alesso Remix","The Chainsmokers",56,"4uRfYhBBaSX8N3amojmMBE","Something Just Like This (Remix Pack)","2017-04-28","Crossfit‏‏​​   ‍","5GiPRvTccToqwOzkoAcDrY","edm","electro house",0.672,0.73,2,-5.99,1,0.0472,0.24,0.000417,0.122,0.568,120.008,252933
27806,"3dqGLyXoP2Bo32eU6Rd8SQ","Setting Fires - Blasterjaxx Remix","The Chainsmokers",41,"2STjWMmq8CwbLKvvMua7wG","Setting Fires (Remixes)","2016-12-23","Crossfit‏‏​​   ‍","5GiPRvTccToqwOzkoAcDrY","edm","electro house",0.585,0.938,7,-4.887,0,0.286,0.00926,0.000615,0.194,0.164,128.069,212347
28529,"4s2rzq6ZpCfg5ODq0z79QG","Don't Let Me Down - W&W Remix","The Chainsmokers",58,"5yhNY3zM1Vx1oaL3GYTWIZ","Don't Let Me Down (Remixes)","2016-05-27","Big Room House | Festival Bangers","5Bx5niVgi3qGQQw06C0RKq","edm","big room",0.431,0.877,8,-5.677,0,0.121,0.041,0.00128,0.126,0.484,159.897,195093
28805,"3TKpJrY9q49Mj1JOsM9zGL","Family","The Chainsmokers",85,"01GR4NL5O5CZM51k0aejKD","World War Joy","2019-12-06","Dancefloor Beats","6mMk6QCzEgT3QGaCV1R4S5","edm","big room",0.584,0.607,11,-6.605,1,0.0356,0.426,0,0.101,0.374,117.817,194827
28839,"2a3dopgTF1q4rMVDJ1rwBU","Push My Luck","The Chainsmokers",66,"3Gm1gQdIyBEPJVQUs7rYfr","World War Joy...Push My Luck","2019-11-08","Dancefloor Beats","6mMk6QCzEgT3QGaCV1R4S5","edm","big room",0.584,0.643,2,-6.415,1,0.0395,0.288,0,0.186,0.53,90.036,181844
29041,"0sNu1RdkrTUg7qmyOZYLgw","Don't Let Me Down - W&W Remix","The Chainsmokers",3,"2qczZTZpha2aJyvZuXAoRT","Don't Let Me Down (Remixes)","2016-04-15","big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO","2oalsaFUockoPf1DU3wrL8","edm","big room",0.435,0.903,8,-4.638,0,0.14,0.0364,0.00241,0.115,0.446,159.984,195453
29549,"12MqM3S0fTvR6X4Jt1Xvn6","Until You Were Gone","The Chainsmokers",57,"57xpW4q7DYWh7pWzrJ7dK0","Until You Were Gone","2015-09-18","@deniceemoberg EDM - POP REMIXES","2fbrY1tuoW8Uji14H7623k","edm","pop edm",0.577,0.698,1,-4.773,1,0.0451,0.0541,0,0.131,0.324,128.061,215625
29553,"1i1fxkWeaMmKEB4T7zqbzK","Don't Let Me Down","The Chainsmokers",81,"2SByipSK8eZ2pasaIwwzhf","Don't Let Me Down","2016-02-05","@deniceemoberg EDM - POP REMIXES","2fbrY1tuoW8Uji14H7623k","edm","pop edm",0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373
29614,"3TKpJrY9q49Mj1JOsM9zGL","Family","The Chainsmokers",85,"01GR4NL5O5CZM51k0aejKD","World War Joy","2019-12-06","EDM House & Dance","5CTzufLc0f6MufjKYrIaoO","edm","pop edm",0.584,0.607,11,-6.605,1,0.0356,0.426,0,0.101,0.374,117.817,194827
29672,"16QhpULFOW9fE2yvXsJV6A","Takeaway - Andrew Rayel Remix","The Chainsmokers",62,"27GXIwtv7WOQIqpUdrPA3g","Takeaway - The Remixes","2019-11-01","Pop EDM Remixes","4aUEH3uhbofktrFkXOOaKj","edm","pop edm",0.469,0.83,8,-3.301,1,0.0727,0.000187,0,0.0875,0.162,126.835,180000
29697,"35zWpeXJ71mprm8V9GOHpV","This Feeling - Tim Gunter Remix","The Chainsmokers",38,"6ZJOq4GwzlYEh00Hw94f2s","This Feeling - Remixes","2018-11-09","Pop EDM Remixes","4aUEH3uhbofktrFkXOOaKj","edm","pop edm",0.415,0.859,10,-3.809,0,0.0803,0.00611,0.00502,0.087,0.291,105.062,224013
29719,"4B3NahKokb7lLkvaLFZFzn","Sick Boy - Owen Norton Remix","The Chainsmokers",38,"5dqbDJW50I4Uk8OrQ3asO2","Sick Boy (Remixes)","2018-02-09","Pop EDM Remixes","4aUEH3uhbofktrFkXOOaKj","edm","pop edm",0.735,0.876,11,-4.03,0,0.0606,0.00617,1.11e-05,0.0825,0.504,100.04,194267
29722,"4hJolpt4ZqzoZuET5l3rzV","Everybody Hates Me - Khrebto Remix","The Chainsmokers",41,"4L8Nq5w4vVuoC1AY9i2MDZ","Everybody Hates Me - Remixes","2018-03-30","Pop EDM Remixes","4aUEH3uhbofktrFkXOOaKj","edm","pop edm",0.407,0.912,11,-3.017,0,0.129,0.00138,1.47e-05,0.365,0.304,107.995,195493
29738,"5MgBUUjbkQ27Kd9CbeZFLo","Roses - Zaxx Remix","The Chainsmokers",52,"2QmFzuPKkXez2pfFPXgwqW","Roses (Remixes)","2016-01-01","Pop EDM Remixes","4aUEH3uhbofktrFkXOOaKj","edm","pop edm",0.677,0.881,1,-3.534,0,0.054,0.00445,0.0146,0.359,0.566,128.121,190267
29755,"76pD98ghY1Hl05aDXzuFmq","Closer - R3hab Remix","The Chainsmokers",49,"3l245CMHJf03dz4DoT3XYJ","Closer (Remixes)","2016-09-23","Pop EDM Remixes","4aUEH3uhbofktrFkXOOaKj","edm","pop edm",0.775,0.559,8,-5.89,1,0.0417,0.081,0,0.219,0.408,100.042,161120
29796,"1SNiXDwSilLujcYdvfqVpT","Call You Mine","The Chainsmokers",62,"1JawI0XkEwmQ5Bwef3RMbq","World War Joy...Takeaway","2019-07-24","EDM 2019","1T0ed6Mg0QIruHvcoWWIKy","edm","pop edm",0.591,0.702,7,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,217653
29942,"6wo37KVqFJhtuxPTpLCcfe","Takeaway (feat. Lennon Stella)","The Chainsmokers",67,"1JawI0XkEwmQ5Bwef3RMbq","World War Joy...Takeaway","2019-07-24","Waves Pop and EDM","64k01l4j6QtnZ8jMaI84AA","edm","pop edm",0.294,0.505,3,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332,209893
30106,"0Ew1kz7hJjOTpH5IAwLcSU","Until You Were Gone - Reez Remix","The Chainsmokers",38,"50R3SoE707H6HmKVipKQV6","Until You Were Gone (Remixes)","2015-12-18","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.509,0.733,1,-6.127,1,0.0569,0.064,2.2e-06,0.358,0.316,128.021,216267
30111,"1JI70l1lE5IF2tgJm5TnMD","Don't Let Me Down - Hardwell & Sephyx Remix","The Chainsmokers",59,"3oS6pMqcIiHaq3B47mDop5","Don't Let Me Down (Hardwell & Sephyx Remix)","2016-05-20","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.509,0.897,8,-3.418,0,0.0454,0.0861,0.000634,0.0625,0.283,149.864,162440
30143,"4Sdp10fc5XgHxL1VaiMVYN","Inside Out - DubVision Remix","The Chainsmokers",35,"0esxMkxlIDKbkWL8Vuj35V","Inside Out (DubVision Remix)","2016-07-15","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.719,0.799,10,-4.805,1,0.0551,0.0186,3.94e-05,0.29,0.266,125.993,299547
30159,"0Ye1olMyvB2rLjZ4vlYVWI","Closer - R3hab Remix","The Chainsmokers",51,"4uybSOe9s5FAYVvUyzXOiR","Closer (Remixes)","2016-09-23","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.775,0.559,8,-5.89,1,0.0417,0.081,0,0.219,0.408,100.042,161120
30166,"5sWevAyvYSRzGpIsdsRvJi","All We Know - Oliver Heldens Remix","The Chainsmokers",43,"1U4ojJZjWFt4zZC3ZM2Nve","All We Know (Oliver Heldens Remix)","2016-12-16","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.711,0.8,0,-5.852,1,0.0303,0.00158,0.0513,0.314,0.43,124.009,184253
30169,"7ldlgbsVshuUnFWyimgBxn","Paris - VINAI Remix","The Chainsmokers",40,"0UQImHE9yd0s8ieOeIMwKo","Paris (Remixes)","2017-02-17","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.532,0.822,2,-3.309,1,0.0432,0.0648,0,0.356,0.335,99.962,218787
30190,"0jTFKCb21Yd4UMV5Xk9EUz","Something Just Like This - R3hab Remix","The Chainsmokers",42,"4uRfYhBBaSX8N3amojmMBE","Something Just Like This (Remix Pack)","2017-04-28","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.705,0.585,2,-6.848,1,0.0366,0.296,0.00019,0.097,0.348,102.019,162880
30532,"5QkVPG2Hf3MmAarireF6lh","Who Do You Love - R3HAB Remix","The Chainsmokers",61,"0ctKYh2R83FinJ8SzUFRd3","Who Do You Love (R3HAB Remix)","2019-03-22","EDM Trap","7CEEEMKV41x0RlFCXWdvKF","edm","pop edm",0.529,0.698,8,-6.87,1,0.0456,0.2,0,0.185,0.357,142.012,152120
30556,"3UEfOvhtrnpw57gDbSixri","Everybody Hates Me - Steerner Remix","The Chainsmokers",29,"4L8Nq5w4vVuoC1AY9i2MDZ","Everybody Hates Me - Remixes","2018-03-30","EDM Trap","7CEEEMKV41x0RlFCXWdvKF","edm","pop edm",0.453,0.863,2,-6.239,1,0.0957,0.0672,0,0.107,0.499,154.872,176667
30561,"793L9VYMEBkbA6pzT53usi","You Owe Me - Subfer Remix","The Chainsmokers",30,"6Zapviys8mvwO8MJFaLUcf","You Owe Me - Remixes","2018-03-09","EDM Trap","7CEEEMKV41x0RlFCXWdvKF","edm","pop edm",0.484,0.782,6,-4.49,0,0.131,0.311,0,0.108,0.364,179.756,236493
30584,"0iWYUegJm3Ty16VEp69HLs","Honest - Tritonal Remix","The Chainsmokers",40,"07cmevY2Te9mLWpoXVECbI","Honest (Remixes)","2017-08-04","EDM Trap","7CEEEMKV41x0RlFCXWdvKF","edm","pop edm",0.352,0.749,8,-5.829,1,0.0526,0.138,0.000178,0.632,0.382,105.004,259960
30630,"7BKLCZ1jbUBVqRi2FVlTVw","Closer (feat. Halsey)","The Chainsmokers",85,"0rSLgV8p5FzfnqlEk4GzxE","Closer (feat. Halsey)","2016-07-29","2015 songs","6UJw1egIcZVfrBmcKs5uHH","edm","pop edm",0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
30644,"50RJdoxw8iajGNtHQe6QeS","Something Just Like This - Alesso Remix","The Chainsmokers",56,"4uRfYhBBaSX8N3amojmMBE","Something Just Like This (Remix Pack)","2017-04-28","2015 songs","6UJw1egIcZVfrBmcKs5uHH","edm","pop edm",0.672,0.73,2,-5.99,1,0.0472,0.24,0.000417,0.122,0.568,120.008,252933
30731,"15BlympuVSfZFROojEMY2M","Don't Let Me Down - Illenium Remix","The Chainsmokers",64,"5yhNY3zM1Vx1oaL3GYTWIZ","Don't Let Me Down (Remixes)","2016-05-27","Pop EDM","5EgzhnSirHRvu1AqlFLllv","edm","pop edm",0.428,0.656,11,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648,218933
30778,"3vv9phIu6Y1vX3jcqaGz5Z","Roses","The Chainsmokers",73,"2GFflENKz28RcMoSuulPZC","Roses","2015-06-16","Pop EDM","5EgzhnSirHRvu1AqlFLllv","edm","pop edm",0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
30801,"05CwHjIk71RXVU40boRMnR","Call You Mine","The Chainsmokers",39,"1ONuDpN0a3zhCUyKCgtuzK","World War Joy","2019-05-31","Pop EDM","5EgzhnSirHRvu1AqlFLllv","edm","pop edm",0.591,0.702,7,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,217653
30857,"1dNIEtp7AY3oDAKCGg2XkH","Something Just Like This","The Chainsmokers",76,"7IzpJkWQqgz1BTutQvSitX","Something Just Like This","2017-02-22","Happy EDM","3d2JFEbvcx7p2CHkBaQeMZ","edm","pop edm",0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,247627
30939,"7sG2bWi2eDtvX9vX8yC1Gn","Inside Out","The Chainsmokers",59,"7mgjbCQ1gzFbASVLgD8YbV","Inside Out","2016-04-01","EDM/POP","6gHk5RFrnALbDNJdaXKivi","edm","pop edm",0.545,0.65,7,-5.853,0,0.0315,0.00308,7.98e-06,0.122,0.121,143.937,233773
30989,"2rizacJSyD9S1IQUxUxnsK","All We Know","The Chainsmokers",70,"0xmaV6EtJ4M3ebZUPRnhyb","All We Know","2016-09-29","EDM/POP","6gHk5RFrnALbDNJdaXKivi","edm","pop edm",0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90,194080
31001,"0B8B8cVRFIG1yznoQe7c9s","Setting Fires","The Chainsmokers",53,"5BJeN4SVEKe204y2SiszOe","Setting Fires","2016-11-04","EDM/POP","6gHk5RFrnALbDNJdaXKivi","edm","pop edm",0.627,0.717,8,-5.751,0,0.0376,0.017,0,0.261,0.561,105.05,247427
31019,"15vzANxN8G9wWfwAJLLMCg","Paris","The Chainsmokers",75,"64vx3cUb97lQGlgt8zozWL","Paris","2017-01-13","EDM/POP","6gHk5RFrnALbDNJdaXKivi","edm","pop edm",0.646,0.644,2,-6.763,1,0.031,0.0243,0,0.0888,0.251,99.999,221520
31517,"16QhpULFOW9fE2yvXsJV6A","Takeaway - Andrew Rayel Remix","The Chainsmokers",62,"27GXIwtv7WOQIqpUdrPA3g","Takeaway - The Remixes","2019-11-01","Hands Up‏‏​​   ‍","1lSdljPk8zcAdXVMUduDia","edm","progressive electro house",0.469,0.83,8,-3.301,1,0.0727,0.000187,0,0.0875,0.162,126.835,180000
31547,"6EJMN1wW6ciSAB57yRLErU","You Owe Me - Magnace Remix","The Chainsmokers",34,"6Zapviys8mvwO8MJFaLUcf","You Owe Me - Remixes","2018-03-09","Hands Up‏‏​​   ‍","1lSdljPk8zcAdXVMUduDia","edm","progressive electro house",0.615,0.751,6,-4.282,0,0.0484,0.107,0,0.103,0.341,99.498,207320
31555,"3LewMbGqmR4IYtifSNxbGz","Something Just Like This - Dimitri Vegas & Like Mike Remix","The Chainsmokers",50,"4uRfYhBBaSX8N3amojmMBE","Something Just Like This (Remix Pack)","2017-04-28","Hands Up‏‏​​   ‍","1lSdljPk8zcAdXVMUduDia","edm","progressive electro house",0.455,0.786,11,-5.544,0,0.0669,0.142,0.000606,0.336,0.449,108.753,230573
31560,"5dJw4bL9BziBStitvelyAS","Don't Let Me Down - W&W Remix","The Chainsmokers",0,"0aLh3CKo8kz7J6CIySrqVC","Don't Let Me Down (Remixes)","2016-05-27","Hands Up‏‏​​   ‍","1lSdljPk8zcAdXVMUduDia","edm","progressive electro house",0.431,0.877,8,-5.677,0,0.121,0.041,0.00128,0.114,0.484,159.897,195453
31565,"3dqGLyXoP2Bo32eU6Rd8SQ","Setting Fires - Blasterjaxx Remix","The Chainsmokers",41,"2STjWMmq8CwbLKvvMua7wG","Setting Fires (Remixes)","2016-12-23","Hands Up‏‏​​   ‍","1lSdljPk8zcAdXVMUduDia","edm","progressive electro house",0.585,0.938,7,-4.887,0,0.286,0.00926,0.000615,0.194,0.164,128.069,212347
31603,"4Sdp10fc5XgHxL1VaiMVYN","Inside Out - DubVision Remix","The Chainsmokers",35,"0esxMkxlIDKbkWL8Vuj35V","Inside Out (DubVision Remix)","2016-07-15","Hands Up‏‏​​   ‍","1lSdljPk8zcAdXVMUduDia","edm","progressive electro house",0.719,0.799,10,-4.805,1,0.0551,0.0186,3.94e-05,0.29,0.266,125.993,299547
32470,"5tjpOTsbVVbqWRQuymGnuy","Beach House - Ashworth Remix","The Chainsmokers",51,"4dZcaaBx14iVnPETVFz4qj","Beach House (Ashworth Remix)","2018-12-08","Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass","0FCHg9zJMNNiOokh3hVcxd","edm","progressive electro house",0.772,0.707,0,-7.031,1,0.0507,0.0521,3.96e-06,0.0719,0.403,112.032,204453
